Name,Aadhaar,ClaimAmount,SubsidyType,Date,FraudLabel
Veer Sundaram,040571886689,16882,Farming,2024-12-24,0
Geetika Raghavan,086211823398,6798,LPG,2024-11-14,0
Mohammed Naik,995312008590,1810,LPG,2024-07-16,0
Yagnesh Karan,111182798405,57860,Equipment,2024-09-10,0
Pushti Kakar,816864720817,5986,Farming,2024-09-24,0
Balhaar Parmer,166032370140,5617,Healthcare,2025-05-27,0
Osha Dutt,835336229677,1851,LPG,2024-10-10,0
Ojasvi Yadav,123190024155,10899,Education,2024-12-15,0
Anay Hari,638610108301,2760,LPG,2025-06-11,0
Omkaar Anne,604851199065,15305,Farming,2025-05-05,1
Samaksh Ahuja,087700691843,6815,LPG,2024-08-14,0
Chaman Gole,505732663056,18067,Farming,2025-04-30,0
Balveer Sundaram,777387214895,21871,Farming,2024-09-29,1
Jasmit Lal,601778507742,7950,Education,2025-02-07,0
Nidhi Thaman,119632362537,6797,Healthcare,2024-07-19,0
Riya Bajwa,267618182831,14508,Education,2024-08-20,0
Isha Kadakia,191361939909,9546,Education,2025-04-25,0
Nirja Patla,064256908776,85964,Housing,2024-08-05,0
Brijesh Pandit,153539613674,19053,Farming,2025-05-11,1
Sai Shere,268610844760,31855,Equipment,2025-03-10,0
Unnati Jaggi,382944191479,7627,Equipment,2025-01-02,0
Osha Bath,999557965149,6077,LPG,2025-02-09,0
Faraj Bora,683227359471,5807,LPG,2024-12-20,0
Wahab Nayar,782613750606,14242,Education,2025-03-19,1
Ekantika Badal,511697690543,6464,LPG,2025-01-24,0
Chanchal Sheth,156716493289,32755,Equipment,2024-09-04,0
Chandresh Dua,585760505759,7336,Healthcare,2025-06-30,0
Ronith Sharaf,916489704640,4072,Education,2024-11-19,0
Nicholas Deol,468839354523,6897,LPG,2024-12-10,0
Turvi Venkatesh,744253968527,55280,Housing,2024-09-29,0
Nikita Ganguly,818763221081,20327,Equipment,2024-11-12,0
Rachit Dada,126342672437,13925,Education,2024-07-16,0
Aayush Sibal,651562387070,7487,Farming,2025-04-17,0
Bina Dash,705913618562,3675,Education,2025-01-28,0
Watika Thakkar,595083745601,12285,Housing,2025-05-08,0
Mitesh Vasa,970124423602,4198,LPG,2024-10-29,0
Yoshita Kurian,649876746847,37938,Equipment,2024-07-26,0
Hardik Sunder,653847773362,9236,Farming,2025-05-17,0
David Kara,371893276652,27636,Equipment,2025-01-01,0
Odika Mital,617647501111,39533,Education,2025-10-08,1
Warjas Sangha,535440789677,9808,Housing,2025-05-16,1
Mekhala Deol,113180021498,2573,Education,2025-03-31,0
Darika Vora,254200315078,3559,Education,2024-12-23,0
Quincy Rai,629613671577,19145,Education,2025-10-06,1
Zinal Sanghvi,238127784016,35771,Equipment,2025-03-15,0
Upkaar Luthra,345581223623,3884,LPG,2025-03-20,1
Fitan Balasubramanian,537458438458,2013,Healthcare,2024-12-25,0
Rushil Pandya,595129207223,16209,Education,2024-11-02,0
Ayaan Khatri,772504025898,1438,Healthcare,2025-05-18,0
Samuel Dhawan,296573873341,33632,Healthcare,2025-10-26,1
Chandresh Soman,153455740449,2809,Healthcare,2024-08-12,0
Charan Manne,418648230882,5140,Healthcare,2025-05-25,0
Raagini Kala,750826703909,15176,LPG,2025-05-14,1
Saumya Sandal,539398567600,38853,Healthcare,2025-10-25,1
Kalpit Narula,607236604741,3146,Farming,2024-08-24,0
Azad Agarwal,648878983373,3684,Farming,2024-10-01,0
Krish Butala,997012855883,6276,Healthcare,2025-06-05,0
Frederick Lata,348002264259,69642,Housing,2024-09-07,0
Arjun Nagy,266435094557,5156,Farming,2025-04-18,0
Widisha Dhar,472122816064,4331,Healthcare,2024-09-21,0
Aishani Sha,942165931539,8895,Healthcare,2025-05-20,1
Ekaraj Sachar,763398583407,3976,LPG,2025-01-15,0
Peter Bali,142114078136,25922,Equipment,2024-12-07,0
Janaki Trivedi,649078515867,18549,Equipment,2024-11-20,0
Chameli Bawa,852219766458,10414,Education,2025-05-04,0
Indira Salvi,714920757414,9578,Farming,2025-02-25,0
Bhavini Sen,888999047337,48847,Housing,2025-03-04,0
Gautami Korpal,770733019287,40354,Equipment,2025-05-11,0
Raagini Bal,388495834358,5437,LPG,2025-06-05,0
Urmi Mitter,496196519662,18271,Housing,2024-12-27,0
Niharika Parekh,324499596776,14192,Education,2025-02-09,0
Oviya Date,033837132790,18325,Farming,2024-10-27,0
Girindra Ganguly,432344972755,4293,LPG,2025-06-10,0
Darpan Mallick,244407319718,39327,Equipment,2025-06-10,0
Rehaan Lad,576776576664,5337,Housing,2025-05-11,1
Lipika Pandit,832550118528,82029,Housing,2025-01-16,0
Harini Srinivasan,492050318273,17853,Equipment,2025-05-09,1
Praneel Raja,788876569931,11565,Farming,2024-07-27,0
Qadim Toor,317278895798,10227,Healthcare,2025-05-15,1
Avi Handa,602450389520,75383,Housing,2024-08-03,0
Darsh Mand,248987901714,14857,Farming,2025-05-04,0
Hemani Sani,232983248262,56316,Equipment,2024-09-19,0
Avni Srinivasan,618679679272,5201,LPG,2025-03-17,0
Kevin Zacharia,165803928272,15459,Farming,2025-04-16,0
Vinaya Ahuja,278774701687,9573,Healthcare,2025-03-09,1
Chasmum Rai,358322327234,2398,LPG,2024-08-06,0
Darsh Deshmukh,065152701274,15101,Education,2024-09-13,0
Andrew Venkataraman,533067739544,77014,Housing,2024-12-29,0
Meera Divan,704130909153,12475,Healthcare,2025-01-31,0
Ekantika Cheema,263177744222,17441,Education,2025-06-14,0
Ayaan Walia,924819668429,8265,Farming,2024-08-09,0
Forum Subramanian,815937340133,4506,LPG,2025-05-28,0
Chanakya Karnik,451964923066,17302,Education,2025-05-12,0
Aarush Rattan,497872965715,77741,Housing,2024-12-05,0
Priya Shan,741243205892,14939,Education,2025-03-01,0
Zaitra Sidhu,766327904233,1888,Healthcare,2025-01-22,0
Sai Arora,164271657193,13890,Equipment,2025-03-31,0
Yauvani Reddy,776655868512,48554,Housing,2024-09-29,0
Harini Srivastava,804112126109,43416,Equipment,2024-07-03,0
Upma Golla,566844823733,61606,Housing,2024-08-09,0
Dayita Bhalla,395322708658,4067,Healthcare,2025-05-13,1
Aarna Majumdar,805183434936,10078,Farming,2025-03-28,0
Maanav Mohan,706586862378,6025,LPG,2025-02-15,0
Zilmil Pradhan,892700698219,16356,Farming,2024-09-16,0
Rushil Dutta,386364589549,45926,Equipment,2025-02-28,0
Gavin Babu,077508849499,11989,Healthcare,2025-01-21,0
Lipika Sampath,344666105149,4739,LPG,2025-05-05,1
Radhika Taneja,163189275006,42092,Equipment,2024-09-20,0
Nidhi Chatterjee,704331541006,15400,Education,2025-06-13,1
Oviya Saran,597833674089,5070,Education,2024-07-24,0
Nitara Gokhale,686214038091,31155,Equipment,2024-10-05,0
Harini Tiwari,364764390574,39465,Equipment,2024-12-24,0
Yatin Nazareth,164789610536,16955,Education,2025-03-08,0
Abeer Konda,264752864612,6397,Equipment,2025-05-14,0
Lohit Jayaraman,999442618455,12648,Farming,2024-12-10,0
Warhi Choudhry,853968318592,5512,LPG,2024-11-01,0
Ansh Luthra,533688444310,61459,Housing,2025-03-09,0
Janya Bora,454655358512,7089,LPG,2025-06-25,0
Agastya Garg,586277888260,4814,Farming,2025-02-13,0
Deepa Bath,895172520236,19167,Housing,2024-08-21,0
Yauvani Manne,771127816131,55205,Housing,2025-05-24,0
Hemal Wagle,054312226492,6421,Farming,2024-09-23,0
Vamakshi Sarkar,281561302327,29405,Housing,2024-08-16,0
Yauvani Kapadia,570278929214,44236,Housing,2024-09-20,0
Vedika Gopal,525002921851,17657,Farming,2024-12-24,1
Adweta Master,658834996052,15001,Education,2024-12-02,0
Hemal Rama,095830428632,10924,Equipment,2025-05-23,1
Rayaan Pall,258684810624,16680,Housing,2025-01-15,0
Anamika Sen,838648878873,1437,Healthcare,2024-09-18,0
Isha Kothari,703414775688,42160,Equipment,2024-10-17,0
Jagat Bora,953155664239,5920,Education,2025-05-06,1
Vasana Hari,329958742796,17075,Equipment,2024-11-20,0
Amruta Chanda,299681754814,6811,LPG,2025-05-29,0
Quincy Kumer,640641231540,9779,Farming,2025-02-21,0
Amara Murty,493040648710,13386,Farming,2024-07-01,0
Chaitaly Agate,775138244429,8514,Farming,2024-12-14,0
Amaira Mani,350534941971,5998,LPG,2024-12-08,0
Meghana Narain,130379154391,7979,Education,2025-04-18,0
Parth Sule,787171359358,9221,Equipment,2025-05-15,1
Yutika D’Alia,761209281578,19631,Education,2025-05-18,1
Manan Pandit,679467781898,29372,Housing,2025-01-29,0
Kiaan Narain,992442350688,2899,LPG,2025-04-30,0
Nachiket Krishna,542842511190,19625,Farming,2025-05-04,0
Lavanya Rai,539611684780,1546,LPG,2025-03-01,0
Ubika Bawa,907861140767,6165,Education,2025-06-02,0
Anvi Swaminathan,290292334511,15270,Education,2024-07-17,0
Ojas Ranganathan,071261583882,9930,Equipment,2025-03-10,0
Andrew Basak,822782489638,6255,LPG,2025-06-03,1
Yasti Dalal,559376618943,69056,Housing,2025-01-03,0
Yashoda Balasubramanian,013472096738,55800,Equipment,2025-01-15,0
Abha Raj,385407008415,10860,Healthcare,2024-09-04,0
Nitesh Nagarajan,069858871381,19568,Education,2025-03-29,0
Osha Sehgal,470311813091,10524,LPG,2025-10-27,1
Wakeeta More,711383514635,7986,LPG,2025-01-21,0
Yashoda Bhatt,368922289878,8450,Healthcare,2025-05-04,1
Pranit Kapur,659503632623,39013,Housing,2024-12-19,0
Kamala Varma,103037236831,6503,LPG,2024-09-14,0
Rayaan Dasgupta,779901929761,76934,Housing,2024-12-02,0
Aahana Ganesan,666413677268,23848,Farming,2025-04-18,0
Krisha Agrawal,667913801148,11280,Equipment,2024-11-06,0
Aarini Dyal,574125121883,15726,Equipment,2024-07-08,0
Fiyaz Sengupta,736675859877,15089,Education,2024-12-10,0
Neelima Butala,841834374018,39711,Equipment,2025-03-01,0
Chakrika Char,828534244551,22043,Farming,2025-06-10,0
Wishi Bhagat,596228540678,21222,Farming,2025-05-26,0
Tanay Parsa,193667116253,2663,LPG,2025-05-07,0
Ridhi Karpe,309086120885,3563,Healthcare,2025-01-13,0
Lakshmi Sarkar,722982109352,7301,LPG,2025-06-09,0
Owen Kalita,352813724204,77298,Housing,2024-10-25,0
Owen Mane,142614048933,23701,Farming,2024-08-29,0
Chandani Soman,564111824224,4776,Education,2025-01-25,0
Gavin Chad,724475398792,6854,Equipment,2024-11-22,0
Harini Parekh,171591833335,25020,Housing,2025-05-20,0
Neelima Rama,094168406157,15504,Equipment,2025-02-03,0
Vasana Sule,380086665815,16687,Farming,2025-01-10,0
Aishani Ganesan,814900666322,5030,LPG,2025-02-09,0
Inaya Kapur,974014890250,15914,Farming,2025-06-30,0
Urvi Bakshi,439656887202,6627,Education,2025-04-11,0
Aarav Saxena,574205008000,11510,Education,2024-09-16,0
Naveen Bhavsar,492294689761,83998,Housing,2024-09-02,0
Manan Chowdhury,748816309027,17044,Equipment,2025-04-22,0
Devansh Rajan,738721489513,22073,Equipment,2024-10-10,0
Onveer Magar,814796056233,12633,Education,2025-02-20,0
Radha Palan,327222155325,15988,Education,2025-01-17,0
Nathan Parmar,431556769597,2870,Healthcare,2025-01-10,0
Shivani Bera,239484771467,7529,Farming,2025-04-28,0
Vedika Krish,002200364238,6002,Farming,2024-12-23,0
Chaman Thakur,271851861957,19118,Education,2025-06-18,0
Lucky Hegde,346474965913,3495,Education,2024-08-06,0
Chakradev Dave,536499119285,50000,Housing,2025-05-17,0
Mitesh Shah,297372683233,4964,LPG,2024-10-12,0
Damyanti Saini,626923383312,7053,LPG,2025-03-05,0
Devika Shan,406351609841,50015,Equipment,2025-01-03,0
Nihal Jayaraman,041648515596,5012,LPG,2025-03-02,0
Maya Nigam,503545136402,43415,Equipment,2024-11-30,0
Liam Barman,203133103373,45774,Equipment,2025-01-13,0
Hamsini Mukhopadhyay,776502942501,5928,Farming,2025-04-20,0
Wazir Bawa,439742925010,5091,LPG,2025-01-05,0
Max Bajaj,144201803420,25821,Equipment,2025-04-08,0
Faraj Bhandari,333356942018,3167,LPG,2024-12-12,0
Onkar Pandya,078721138470,38591,Farming,2025-10-09,1
Balveer Deshmukh,591590542487,4597,Healthcare,2024-07-23,0
Nirja Radhakrishnan,438801372492,8506,Healthcare,2024-11-29,0
Jatin Peri,188566695413,16707,Farming,2025-06-05,0
Jacob Prabhu,715800971408,27811,Housing,2024-10-02,0
Anjali Ramakrishnan,677426848714,7194,Healthcare,2024-10-22,0
Yashawini Mane,221659811579,18893,Education,2025-01-15,0
Anay Wali,219167710866,11506,Healthcare,2024-11-19,0
Mitali Buch,717751701660,28439,Education,2025-10-03,1
Gautami Nayak,351735957244,14303,Healthcare,2025-02-19,0
Ishani Ahuja,365670719056,52141,Equipment,2025-03-09,0
Aahana Apte,365761476657,11501,Equipment,2024-11-08,0
Radhika Ramanathan,781993572563,82725,Housing,2024-07-23,0
Dhriti Parikh,097735496259,19579,LPG,2025-05-21,1
Kiaan Walla,393312169138,10085,Healthcare,2024-12-31,0
Darpan Amble,137215107029,6039,Healthcare,2025-05-23,1
Nidhi Kala,355610399529,84114,Housing,2024-08-19,0
Reva Anne,268999626970,3894,Healthcare,2025-02-07,0
Chatresh Chandran,009863316659,24449,Farming,2024-10-20,0
Xiti Pal,422711332288,38480,Equipment,2025-03-25,0
Yoshita Bansal,912638279414,5694,LPG,2024-12-24,0
Sanaya Bava,820533775312,4498,Healthcare,2025-02-14,0
Ekani Bahl,463104379686,12552,Healthcare,2024-07-17,0
Karan Kapadia,145674750261,24704,Equipment,2025-01-30,0
Thomas Borah,765915382011,5837,LPG,2024-07-16,0
Udant Oak,551765698364,14129,Healthcare,2024-07-14,0
Girindra Gandhi,061825282252,2713,Healthcare,2025-05-18,0
Kevin Mittal,627796304483,4021,LPG,2025-05-02,1
Anya Dhar,830762732553,2785,Healthcare,2024-12-05,0
Indali Sangha,809351187181,7488,Farming,2025-04-19,0
Indali Pau,999013747932,18679,Equipment,2025-05-08,1
Siya Jayaraman,549258674564,7998,LPG,2024-08-31,0
Yatin Chadha,326739589483,5248,Healthcare,2025-05-13,1
William Chana,466879303028,2829,LPG,2025-02-22,0
Meghana Panchal,804709288930,5296,LPG,2025-05-09,0
Mekhala Basak,892686025922,6935,Farming,2025-06-30,0
Vincent Tripathi,022209755061,79593,Housing,2024-07-20,0
Fitan Butala,206314109244,7004,Farming,2024-12-30,0
Gaurang Borra,707723096694,9653,Education,2024-10-04,0
Arin Dave,405694761927,53738,Equipment,2024-08-31,0
Chaman Gade,532444190865,41423,Housing,2024-11-16,0
Chaitaly Dhaliwal,468723430980,52562,Equipment,2025-04-11,1
Aryan Varghese,718789465299,7346,Education,2024-10-17,0
Banjeet Bassi,613280001959,7517,LPG,2025-03-25,0
Abhiram Dutt,421973819034,28360,Housing,2025-02-18,0
Kai Kulkarni,006418590332,5249,Education,2025-02-27,0
Kevin Bali,142560351837,8346,Farming,2024-08-23,0
Zarna Balan,885973868345,51096,Equipment,2025-03-28,0
Harish Yadav,177501396377,20218,Farming,2024-11-14,0
Arunima Barad,326772276723,7717,Farming,2024-09-24,0
Andrew Murthy,074198888663,17404,Education,2025-03-28,0
Mitali Warrior,125816055457,4087,LPG,2024-12-21,0
Megha Dar,870528453115,7086,Healthcare,2025-02-19,0
Anika Barman,136674886899,64227,Housing,2024-07-05,0
Harsh Kaur,584885476206,12474,Healthcare,2025-06-27,0
Ryan Raj,769995905304,6673,LPG,2024-08-14,0
Ridhi Kanda,773422037703,15611,Farming,2024-08-15,0
Anusha Sur,363591142028,19792,Housing,2024-09-12,0
Falguni Seth,336330575437,52878,Equipment,2024-07-02,0
Gautam Narang,984027094315,5576,Farming,2025-05-08,0
Pranit Tripathi,478735414556,4438,LPG,2024-10-08,0
Sanaya Basu,625438480752,13689,Education,2025-06-24,0
Harsh Rao,328156136823,24516,Farming,2024-09-13,0
Hritik Kaur,886291279908,11409,Healthcare,2024-08-17,0
Tanmayi Acharya,740503151346,1850,LPG,2025-06-26,0
Sudiksha Varghese,747529148356,1768,LPG,2025-05-23,0
Harrison Sagar,247609606472,39519,Equipment,2024-12-23,0
Qadim Nazareth,081726076124,24725,Farming,2024-12-06,0
Ranveer Narayanan,283721302732,20213,Farming,2024-12-02,0
Kevin Mittal,627796304483,6594,Equipment,2025-05-07,1
Harish Batta,274517763049,16417,Healthcare,2025-05-16,1
Bhavika Padmanabhan,310051112776,5655,Education,2025-01-24,0
Abhiram Menon,263535227748,10724,Education,2025-01-19,0
Gagan Kale,369078947672,2769,Education,2024-12-29,0
Darika Mital,614378844370,75496,Housing,2024-08-12,0
Agastya Bassi,885988192069,43560,Housing,2025-05-10,0
Yuvraj Parekh,490216667080,5915,Healthcare,2025-04-16,0
Anay Mannan,507051825110,4972,Farming,2025-03-30,0
Mekhala Nanda,762484337976,95259,Housing,2024-09-20,0
Arin Tailor,919793686421,1939,LPG,2024-09-07,0
Yasti Borde,490793884136,11022,Healthcare,2024-09-29,0
Ganga Patel,770181234466,5149,LPG,2024-08-04,0
Adya Sankar,310323385437,28906,Equipment,2025-03-04,0
Vrinda Sheth,835421135796,7578,Education,2024-11-12,0
Kevin Palla,315851493689,10287,Healthcare,2025-04-12,0
Kashvi Edwin,990162720465,13003,Farming,2024-12-20,0
Yatan Loyal,290905829173,19500,Farming,2025-05-12,1
Janaki Rajagopalan,585728285971,5533,Farming,2025-02-26,0
Maya Basak,386233884101,61398,Housing,2024-12-26,0
Vihaan Bera,629264061424,3243,LPG,2025-05-19,1
Chaman Thakur,271851861957,10097,Equipment,2025-05-04,1
Yash Master,461203846726,3467,LPG,2024-07-27,0
Saumya Kapoor,821608799996,543,Healthcare,2024-09-20,0
Aashi Kumer,155859392244,3813,LPG,2025-02-09,0
Rishi Sehgal,448466117716,8207,Farming,2024-10-02,0
Finn Wadhwa,229054417105,54808,Housing,2025-05-04,0
Netra Yogi,367027510056,7567,Healthcare,2025-02-04,0
Krisha Bali,150912611337,9731,Healthcare,2025-05-09,1
Falan Kadakia,019567731884,4873,Housing,2025-10-02,1
Girik Jani,410603267531,40524,Equipment,2024-07-24,0
Nitara Toor,341316475255,12761,Farming,2025-03-11,1
Qasim Thakkar,371571406924,20820,Housing,2024-09-12,0
Zaitra Ramachandran,565551971718,8026,Farming,2024-09-02,0
Girindra Sankar,821927900684,36152,Housing,2025-03-30,0
Jagdish Thakkar,744905814770,5596,LPG,2025-06-06,1
Nirja Devan,828758331839,15422,Education,2024-09-05,0
Ryan Sachdeva,325544118185,5848,Education,2025-02-16,0
Adya Dhawan,968348698716,20965,Equipment,2025-01-22,0
Oni Virk,950240268117,80021,Housing,2025-03-20,0
Jhalak Garde,224740985372,12498,LPG,2025-05-14,1
Janaki Keer,123585208119,65269,Housing,2024-12-21,0
Charvi Ravi,447364710276,51799,Housing,2024-12-22,0
Ekalinga Kulkarni,750401280947,13915,Healthcare,2024-10-22,0
Dayita Gaba,812598362074,7884,Healthcare,2025-04-13,0
Charles Dhar,689828628795,94873,Housing,2024-09-06,0
Bahadurjit Patla,452577754781,17202,Farming,2024-08-11,0
Charan Korpal,103877380077,9220,Healthcare,2025-03-22,0
Akshay Dixit,666802894614,3560,LPG,2025-01-07,0
Urmi Choudhary,384092771573,39989,Equipment,2025-03-28,0
Ekalinga Jayaraman,638664320317,12628,Equipment,2025-06-02,0
Ubika De,436233193121,7577,Equipment,2024-09-02,0
Dayamai Thakkar,270231896720,5292,Education,2024-12-26,0
Balendra Raj,801046745771,11831,Healthcare,2025-05-30,0
Divya Ahuja,137437847107,14168,Farming,2024-09-30,0
Reva Nadig,836806014579,8040,Farming,2025-01-22,0
Avi Bobal,126736507331,18904,Equipment,2024-07-15,0
Upadhriti Dugar,693240574119,11131,Farming,2025-04-17,0
Udant Sha,899572989376,16440,Farming,2025-02-13,0
Sudiksha Bala,396262591883,8854,Equipment,2024-12-01,0
Arin Pandya,038910794467,14140,Healthcare,2025-05-04,1
Brijesh Mander,357019165092,8048,Healthcare,2025-06-17,0
Charvi Venkataraman,119896835405,38275,Education,2025-10-27,1
Udant Sahota,922772866345,17653,Equipment,2024-07-17,0
Kashvi Bhattacharyya,275617372017,10569,LPG,2025-05-21,1
Forum Zacharia,127767271067,14812,Healthcare,2024-12-22,0
Vivaan Nayar,366117614702,64853,Housing,2025-06-10,0
Harshil D’Alia,660241613944,7953,Healthcare,2024-11-02,0
Victor Mutti,507740657955,8555,Education,2025-01-20,0
Ethan Singh,934667308804,10128,Healthcare,2025-03-28,0
Aashi Patla,689683929267,14764,Education,2024-11-11,0
Veer Deshmukh,751728632494,7638,Healthcare,2025-06-23,0
Mahika Jha,950047974801,22551,Farming,2024-11-08,1
Ekantika Bains,013327809119,17350,Education,2025-03-19,0
Thomas Luthra,791802502266,2418,LPG,2025-05-30,0
Jagrati Ahuja,486191613664,3095,Education,2025-01-23,0
Ubika Krish,257897616829,60473,Housing,2025-06-04,0
Logan Sahota,988368636444,7862,Healthcare,2024-08-29,0
Hemang Badami,926540162429,7495,LPG,2025-01-04,0
Chatura Bhatnagar,899318781048,5122,Education,2025-05-26,0
Farhan Padmanabhan,172780272419,12892,Healthcare,2025-06-21,0
Aarini Bajwa,447044838073,84668,Housing,2024-09-07,0
Pavani Divan,244600404589,8987,Healthcare,2024-12-07,0
Chandresh Zachariah,615865780913,42641,Equipment,2024-11-25,0
Diya Sundaram,028182238794,4687,Education,2025-01-17,0
Tarak Solanki,208564901324,44819,Housing,2025-10-22,1
Laksh Bir,190624404373,1884,Healthcare,2025-05-27,0
Aradhana Sane,145461574932,47624,Farming,2025-10-08,1
Theodore Jain,493797900704,7302,LPG,2025-05-04,0
Caleb Verma,968845783174,4179,LPG,2024-09-18,0
Hardik Venkatesh,628701321566,15567,Housing,2025-06-12,0
Varsha Mahal,211175494495,67739,Housing,2024-09-24,0
Yasti Sarkar,387127083971,40048,Equipment,2024-10-09,0
Vihaan Kapadia,165024238935,6326,LPG,2024-07-08,0
Hitesh Sandhu,480533185437,12632,Healthcare,2025-05-23,0
Chaman Shanker,808855763416,11207,Farming,2024-08-26,0
Aarna Chakrabarti,872191630916,2093,LPG,2025-04-05,0
Oscar Sarin,445125622208,16303,Equipment,2024-11-21,0
Urishilla Sha,557970790770,5600,LPG,2025-01-08,0
Peter Desai,163345342105,5020,LPG,2025-05-04,0
Harini Bhagat,348882372544,15212,Equipment,2025-05-24,0
Zayyan Setty,081971408346,5222,Healthcare,2024-11-21,0
Maanas Kibe,930103105183,12433,Housing,2025-04-14,1
Xavier Parikh,383045665331,5898,Farming,2025-05-17,1
Arya Sodhi,705545651541,2643,LPG,2024-10-21,0
Jyoti Dugar,064708870449,13617,Education,2025-06-06,0
Pranit Naidu,114881605801,7738,Healthcare,2024-12-17,0
Dominic Kade,707152386767,14863,Farming,2025-06-02,0
Akshay Narasimhan,159872483430,39589,Equipment,2025-02-26,0
Lucky Kapadia,347112027302,22211,Farming,2025-05-17,0
Lohit Sandal,359279160053,4251,Farming,2024-07-10,0
Bimala Morar,388700079013,13110,Education,2025-04-12,0
Wazir Kurian,211323042441,5225,LPG,2025-02-17,0
Vihaan Murty,748637470303,45385,Housing,2025-03-22,0
